,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,3WT,CFP
479,RV,<,NR,Georgia Southern,Sun Belt,7-1,62,RV,W 34-14 H #25 Appalachian State,Week 9Oct 28[10],2018,--,NR
480,RV,<,NR,Michigan State,Big Ten,5-3,51,RV,W 23-13 H Purdue,Week 9Oct 28[10],2018,-2,NR
481,RV,<,NR,Cincinnati,AAC,7-1,45,RV,W 26-20 (1OT) A SMU,Week 9Oct 28[10],2018,-6,NR
482,RV,<,NR,Iowa State,Big 12,4-3,42,RV,W 40-31 H Texas Tech,Week 9Oct 28[10],2018,--,24
483,RV,<,21,South Florida,AAC,7-1,29,RV,L 57-36 A Houston,Week 9Oct 28[10],2018,-5,NR
484,RV,<,24,Stanford,Pac-12,5-3,26,RV,L 41-38 H #14 Washington State,Week 9Oct 28[10],2018,--,NR
485,RV,<,NR,Oklahoma State,Big 12,5-3,24,RV,W 38-35 H #6 Texas,Week 9Oct 28[10],2018,--,NR
486,RV,<,NR,UAB,CUSA,7-1,17,RV,W 19-0 A UTEP,Week 9Oct 28[10],2018,--,NR
487,RV,<,19,Oregon,Pac-12,5-3,13,RV,L 44-15 A Arizona,Week 9Oct 28[10],2018,-14,NR
488,RV,<,20,Wisconsin,Big Ten,5-3,12,RV,L 31-17 A Northwestern,Week 9Oct 28[10],2018,-3,NR
489,RV,<,NR,Auburn,SEC,5-3,7,RV,DNP,Week 9Oct 28[10],2018,--,NR
490,RV,<,NR,Army,Ind,6-2,6,RV,W 37-22 A Eastern Michigan,Week 9Oct 28[10],2018,--,NR
491,RV,<,NR,San Diego State,MWC,6-2,6,RV,L 28-24 A Nevada,Week 9Oct 28[10],2018,--,NR
492,RV,<,22,NC State,ACC,5-2,5,RV,L 51-41 A Syracuse,Week 9Oct 28[10],2018,-10,21
493,RV,<,NR,California,Pac-12,5-3,2,NR,W 12-10 H #15 Washington,Week 9Oct 28[10],2018,--,NR
494,RV,<,NR,Buffalo,MAC,7-1,1,RV,DNP,Week 9Oct 28[10],2018,--,NR
495,NR,<,25,Appalachian State,Sun Belt,5-2,0,NR,L 34-14 A Georgia Southern,Week 9Oct 28[10],2018,--,NR
496,NR,<,NR,Boise State,MWC,6-2,0,RV,W 48-38 A Air Force,Week 9Oct 28[10],2018,--,NR
497,NR,<,NR,Duke,ACC,5-3,0,RV,L 54-45 A Pittsburgh,Week 9Oct 28[10],2018,--,NR
498,NR,<,NR,Florida International,CUSA,6-2,0,RV,W 38-17 A Western Kentucky,Week 9Oct 28[10],2018,--,NR
499,NR,<,NR,Miami (FL),ACC,5-3,0,RV,L 27-14 A Boston College,Week 9Oct 28[10],2018,--,NR
500,NR,<,NR,Pittsburgh,ACC,4-4,0,RV,W 54-45 H Duke,Week 9Oct 28[10],2018,--,NR
501,NR,<,NR,South Carolina,SEC,4-3,0,RV,W 27-24 H Tennessee,Week 9Oct 28[10],2018,--,NR
502,NR,<,NR,Virginia Tech,ACC,4-3,0,RV,L 49-28 H Georgia Tech,Week 9Oct 28[10],2018,--,NR
503,1,<,1,Alabama (60),SEC,9-0,1500,*1,W 29-0 A #4 LSU,Week 10Nov 4[11],2018,0,1
504,2,<,2,Clemson,ACC,9-0,1435,*2,W 77-16 H Louisville,Week 10Nov 4[11],2018,0,2
505,3,<,3,Notre Dame,Ind,9-0,1381,3,W 31-21 A Northwestern,Week 10Nov 4[11],2018,0,3
506,4,<,5,Michigan,Big Ten,8-1,1304,4,W 42-7 H #14 Penn State,Week 10Nov 4[11],2018,+1,4
507,5,<,6,Georgia,SEC,8-1,1263,5,W 34-17 A #11 Kentucky,Week 10Nov 4[11],2018,+2,5
508,6,<,7,Oklahoma,Big 12,8-1,1181,6,W 51-46 A Texas Tech,Week 10Nov 4[11],2018,+2,6
509,7,<,12,West Virginia,Big 12,7-1,1065,8,W 42-41 A #15 Texas,Week 10Nov 4[11],2018,+6,9
510,8,<,8,Ohio State,Big Ten,8-1,1025,7,W 36-31 H Nebraska,Week 10Nov 4[11],2018,+3,10
511,9,<,4,LSU,SEC,7-2,1020,10,L 29-0 H #1 Alabama,Week 10Nov 4[11],2018,-5,7
512,10,<,10,Washington State,Pac-12,8-1,1010,9,W 19-13 H California,Week 10Nov 4[11],2018,+4,8
513,11,<,9,UCF,AAC,8-0,1001,11,W 52-40 H Temple,Week 10Nov 4[11],2018,-1,12
514,12,<,11,Kentucky,SEC,7-2,780,12,L 34-17 H #6 Georgia,Week 10Nov 4[11],2018,0,11
515,13,<,22,Syracuse,ACC,7-2,624,13,W 41-24 A Wake Forest,Week 10Nov 4[11],2018,+13,13
516,14,<,18,Utah State,MWC,8-1,586,16,W 56-17 A Hawaii,Week 10Nov 4[11],2018,+12,NR
517,15,<,15,Texas,Big 12,6-3,559,19,L 42-41 H #12 West Virginia,Week 10Nov 4[11],2018,-9,19
518,16,<,20,Fresno State,MWC,8-1,506,17,W 48-3 A UNLV,Week 10Nov 4[11],2018,+10,23
519,17,<,24,Boston College,ACC,7-2,490,14,W 31-21 A Virginia Tech,Week 10Nov 4[11],2018,+9,17
520,18,<,21,Mississippi State,SEC,6-3,486,15,W 45-3 H Louisiana Tech,Week 10Nov 4[11],2018,+8,16
521,19,<,13,Florida,SEC,6-3,400,21,L 38-17 H Missouri,Week 10Nov 4[11],2018,-10,15
522,20,<,NR,Washington,Pac-12,7-3,342,18,W 27-23 H Stanford,Week 10Nov 4[11],2018,-5,25
523,21,<,14,Penn State,Big Ten,6-3,278,20,L 42-7 A #5 Michigan,Week 10Nov 4[11],2018,-4,20
524,22,<,NR,NC State,ACC,6-2,264,22,W 47-28 H Florida State,Week 10Nov 4[11],2018,0,14
525,23,<,NR,Iowa State,Big 12,5-3,230,25,W 27-3 A Kansas,Week 10Nov 4[11],2018,--,22
526,24,<,NR,Michigan State,Big Ten,6-3,215,RV,W 24-3 A Maryland,Week 10Nov 4[11],2018,+2,18
527,25,<,NR,Cincinnati,AAC,8-1,141,23,W 42-0 H Navy,Week 10Nov 4[11],2018,+1,NR
528,RV,<,16,Utah,Pac-12,6-3,110,24,L 38-20 A Arizona State,Week 10Nov 4[11],2018,-3,NR
529,RV,<,NR,Auburn,SEC,6-3,93,RV,W 28-24 H #25 Texas A&M,Week 10Nov 4[11],2018,-2,24
530,RV,<,NR,Wisconsin,Big Ten,6-3,37,RV,W 31-17 H Rutgers,Week 10Nov 4[11],2018,-6,NR
531,RV,<,NR,Army,Ind,7-2,32,RV,W 17-14 H Air Force,Week 10Nov 4[11],2018,--,NR
532,RV,<,NR,UAB,CUSA,8-1,31,RV,W 52-3 H UTSA,Week 10Nov 4[11],2018,--,NR
533,RV,<,NR,Northwestern,Big Ten,5-4,28,RV,L 31-21 H #3 Notre Dame,Week 10Nov 4[11],2018,--,NR
534,RV,<,19,Iowa,Big Ten,6-3,17,RV,L 38-36 A Purdue,Week 10Nov 4[11],2018,-8,21
535,RV,<,NR,Boise State,MWC,7-2,15,RV,W 21-16 H BYU,Week 10Nov 4[11],2018,--,NR
536,RV,<,NR,Purdue,Big Ten,5-4,14,RV,W 38-36 H #19 Iowa,Week 10Nov 4[11],2018,--,NR
537,RV,<,NR,Buffalo,MAC,8-1,11,RV,W 51-42 H Miami (OH),Week 10Nov 4[11],2018,--,NR
538,RV,<,NR,Oregon,Pac-12,6-3,9,RV,W 42-21 H UCLA,Week 10Nov 4[11],2018,-7,NR
539,RV,<,NR,San Diego State,MWC,7-2,5,RV,W 31-23 A New Mexico,Week 10Nov 4[11],2018,--,NR
540,RV,<,NR,Duke,ACC,6-3,4,RV,W 20-12 A Miami (FL),Week 10Nov 4[11],2018,--,NR
541,RV,<,17,Houston,AAC,7-2,3,RV,L 45-31 A SMU,Week 10Nov 4[11],2018,--,NR
542,RV,<,25,Texas A&M,SEC,5-4,3,RV,L 28-24 A Auburn,Week 10Nov 4[11],2018,-10,NR
543,RV,<,NR,Texas Tech,Big 12,5-4,2,NR,L 51-46 H #7 Oklahoma,Week 10Nov 4[11],2018,--,NR
544,NR,<,23,Virginia,ACC,6-3,0,NR,L 23-13 H Pittsburgh,Week 10Nov 4[11],2018,--,NR
545,NR,<,NR,Appalachian State,Sun Belt,6-2,0,NR,W 23-7 A Coastal Carolina,Week 10Nov 4[11],2018,-1,NR
546,NR,<,NR,Missouri,SEC,5-4,0,NR,W 38-17 A #13 Florida,Week 10Nov 4[11],2018,--,NR
547,NR,<,NR,North Texas,CUSA,7-2,0,NR,DNP,Week 10Nov 4[11],2018,--,NR
548,NR,<,NR,Pittsburgh,ACC,5-4,0,RV,W 23-13 A #23 Virginia,Week 10Nov 4[11],2018,--,NR
549,NR,<,NR,South Carolina,SEC,5-3,0,NR,W 48-44 A Mississippi,Week 10Nov 4[11],2018,--,NR
550,NR,<,NR,South Florida,AAC,7-2,0,NR,L 41-15 H Tulane,Week 10Nov 4[11],2018,-5,NR
551,1,<,1,Alabama (61),SEC,10-0,1525,*1,W 24-0 H #18 Mississippi State,Week 11Nov 11[12],2018,0,1
552,2,<,2,Clemson,ACC,10-0,1459,*2,W 27-7 A #17 Boston College,Week 11Nov 11[12],2018,0,2
553,3,<,3,Notre Dame,Ind,10-0,1406,3,W 42-13 H Florida State,Week 11Nov 11[12],2018,0,3
554,4,<,4,Michigan,Big Ten,9-1,1327,4,W 42-7 A Rutgers,Week 11Nov 11[12],2018,+1,4
555,5,<,5,Georgia,SEC,9-1,1288,5,W 27-10 H Auburn,Week 11Nov 11[12],2018,+1,5
556,6,<,6,Oklahoma,Big 12,9-1,1188,6,W 48-47 H Oklahoma State,Week 11Nov 11[12],2018,+1,6
557,7,<,7,West Virginia,Big 12,8-1,1111,7,W 47-10 H TCU,Week 11Nov 11[12],2018,+5,9
558,8,<,10,Washington State,Pac-12,9-1,1052,9,W 31-7 A Colorado,Week 11Nov 11[12],2018,+2,8
559,9,<,8,Ohio State,Big Ten,9-1,1050,8,W 26-6 A #24 Michigan State,Week 11Nov 11[12],2018,-1,10
560,10,<,9,LSU,SEC,8-2,1019,10,W 24-17 A Arkansas,Week 11Nov 11[12],2018,-6,7
561,11,<,11,UCF,AAC,9-0,983,11,W 35-24 H Navy,Week 11Nov 11[12],2018,-2,11
562,12,<,13,Syracuse,ACC,8-2,787,12,W 54-23 H Louisville,Week 11Nov 11[12],2018,+10,12
563,13,<,15,Texas,Big 12,7-3,726,14,W 41-34 A Texas Tech,Week 11Nov 11[12],2018,+2,15
564,14,<,14,Utah State,MWC,9-1,689,13,W 62-24 H San Jose State,Week 11Nov 11[12],2018,+4,23
565,15,<,19,Florida,SEC,7-3,575,16,W 35-31 H South Carolina,Week 11Nov 11[12],2018,-2,13
566,16,<,21,Penn State,Big Ten,7-3,542,15,W 22-10 H Wisconsin,Week 11Nov 11[12],2018,-2,14
567,17,<,20,Washington,Pac-12,7-3,501,17,DNP,Week 11Nov 11[12],2018,+9,18
568,18,<,23,Iowa State,Big 12,6-3,497,18,W 28-14 H Baylor,Week 11Nov 11[12],2018,+8,16
569,19,<,25,Cincinnati,AAC,9-1,344,20,W 35-23 H South Florida,Week 11Nov 11[12],2018,+7,24
570,20,<,12,Kentucky,SEC,7-3,337,21,L 24-7 A Tennessee,Week 11Nov 11[12],2018,-9,17
571,21,<,NR,Utah,Pac-12,7-3,307,19,W 32-25 H Oregon,Week 11Nov 11[12],2018,-5,19
572,22,<,17,Boston College,ACC,7-3,254,22,L 27-7 H #2 Clemson,Week 11Nov 11[12],2018,+2,20
573,23,<,NR,Boise State,MWC,8-2,147,24,W 24-17 H #16 Fresno State,Week 11Nov 11[12],2018,+3,25
574,24,<,NR,Northwestern,Big Ten,6-4,136,RV,W 14-10 A Iowa,Week 11Nov 11[12],2018,+2,22
575,25,<,18,Mississippi State,SEC,6-4,133,23,L 24-0 A #1 Alabama,Week 11Nov 11[12],2018,-4,21
576,RV,<,NR,Army,Ind,8-2,128,RV,W 31-13 H Lafayette,Week 11Nov 11[12],2018,--,NR
577,RV,<,NR,UAB,CUSA,9-1,78,25,W 26-23 (1OT) H Southern Miss,Week 11Nov 11[12],2018,--,NR
578,RV,<,16,Fresno State,MWC,8-2,61,RV,L 24-17 A Boise State,Week 11Nov 11[12],2018,-6,NR
579,RV,<,24,Michigan State,Big Ten,6-4,31,RV,L 26-6 H #8 Ohio State,Week 11Nov 11[12],2018,--,NR
580,RV,<,22,NC State,ACC,6-3,30,RV,L 27-23 H Wake Forest,Week 11Nov 11[12],2018,--,NR
581,RV,<,NR,Buffalo,MAC,9-1,29,RV,W 48-14 H Kent State,Week 11Nov 11[12],2018,--,NR
582,RV,<,NR,Pittsburgh,ACC,6-4,28,RV,W 52-22 H Virginia Tech,Week 11Nov 11[12],2018,--,NR
583,RV,<,NR,Duke,ACC,7-3,20,RV,W 42-35 H North Carolina,Week 11Nov 11[12],2018,--,NR
584,RV,<,NR,Texas A&M,SEC,6-4,16,RV,W 38-24 H Mississippi,Week 11Nov 11[12],2018,-1,NR
585,RV,<,NR,Iowa,Big Ten,6-4,8,NR,L 14-10 H Northwestern,Week 11Nov 11[12],2018,-7,NR
586,RV,<,NR,Arizona State,Pac-12,6-4,6,RV,W 31-28 H UCLA,Week 11Nov 11[12],2018,--,NR
587,RV,<,NR,Auburn,SEC,6-4,3,RV,L 27-10 A #5 Georgia,Week 11Nov 11[12],2018,--,NR
588,RV,<,NR,Stanford,Pac-12,6-4,3,NR,W 48-17 H Oregon State,Week 11Nov 11[12],2018,--,NR
589,RV,<,NR,Troy,Sun Belt,8-2,1,RV,W 35-21 A Georgia Southern,Week 11Nov 11[12],2018,--,NR
590,NR,<,NR,Appalachian State,Sun Belt,7-2,0,RV,W 38-7 A Texas State,Week 11Nov 11[12],2018,--,NR
591,NR,<,NR,Missouri,SEC,6-4,0,RV,W 33-28 H Vanderbilt,Week 11Nov 11[12],2018,--,NR
592,NR,<,NR,San Diego State,MWC,7-3,0,RV,L 27-24 H UNLV,Week 11Nov 11[12],2018,--,NR
593,NR,<,NR,Tennessee,SEC,5-5,0,RV,W 24-7 H #12 Kentucky,Week 11Nov 11[12],2018,--,NR
594,NR,<,NR,Virginia,ACC,7-3,0,RV,W 45-24 H Liberty,Week 11Nov 11[12],2018,-3,NR
595,NR,<,NR,Wisconsin,Big Ten,6-4,0,RV,L 22-10 A #21 Penn State,Week 11Nov 11[12],2018,--,NR
596,1,<,1,Alabama (61),SEC,11-0,1525,*1,W 50-17 H Citadel,Week 12Nov 18[13],2018,0,1
597,2,<,2,Clemson,ACC,11-0,1455,*2,W 35-6 H Duke,Week 12Nov 18[13],2018,0,2
598,3,<,3,Notre Dame,Ind,11-0,1412,3,W 36-3 N #12 Syracuse,Week 12Nov 18[13],2018,0,3
599,4,<,4,Michigan,Big Ten,10-1,1327,4,W 31-20 H Indiana,Week 12Nov 18[13],2018,0,4
600,5,<,5,Georgia,SEC,10-1,1288,5,W 66-27 H Massachusetts,Week 12Nov 18[13],2018,0,5
601,6,<,6,Oklahoma,Big 12,10-1,1182,6,W 55-40 H Kansas,Week 12Nov 18[13],2018,0,6
602,7,<,8,Washington State,Pac-12,10-1,1149,7,W 69-28 H Arizona,Week 12Nov 18[13],2018,+3,8
603,8,<,10,LSU,SEC,9-2,1064,8,W 42-10 H Rice,Week 12Nov 18[13],2018,+1,7
604,8,<,11,UCF,AAC,10-0,1064,9,W 38-13 H #19 Cincinnati,Week 12Nov 18[13],2018,+3,9
605,10,<,9,Ohio State,Big Ten,10-1,1019,10,W 52-51 (1OT) A Maryland,Week 12Nov 18[13],2018,-2,10
606,11,<,13,Texas,Big 12,8-3,856,11,W 24-10 H #18 Iowa State,Week 12Nov 18[13],2018,+4,14
607,12,<,7,West Virginia,Big 12,8-2,822,12,L 45-41 A Oklahoma State,Week 12Nov 18[13],2018,-5,13
608,13,<,15,Florida,SEC,8-3,707,13,W 63-10 H Idaho,Week 12Nov 18[13],2018,+6,11
609,14,<,14,Utah State,MWC,10-1,667,15,W 29-24 A Colorado State,Week 12Nov 18[13],2018,0,21
610,15,<,16,Penn State,Big Ten,8-3,659,14,W 20-7 A Rutgers,Week 12Nov 18[13],2018,+6,12
611,16,<,17,Washington,Pac-12,8-3,631,16,W 42-23 H Oregon State,Week 12Nov 18[13],2018,+4,16
612,17,<,20,Kentucky,SEC,8-3,508,18,W 34-23 H Middle Tennessee,Week 12Nov 18[13],2018,-5,15
613,18,<,21,Utah,Pac-12,8-3,491,17,W 30-7 A Colorado,Week 12Nov 18[13],2018,+8,17
614,19,<,12,Syracuse,ACC,8-3,427,19,L 36-6 N #3 Notre Dame,Week 12Nov 18[13],2018,-6,20
615,20,<,24,Northwestern,Big Ten,7-4,307,21,W 24-14 A Minnesota,Week 12Nov 18[13],2018,+6,19
616,21,<,23,Boise State,MWC,9-2,287,22,W 45-14 A New Mexico,Week 12Nov 18[13],2018,+5,23
617,22,<,25,Mississippi State,SEC,7-4,260,20,W 52-6 H Arkansas,Week 12Nov 18[13],2018,-4,18
618,23,<,NR,Army,Ind,9-2,176,24,W 28-14 H Colgate,Week 12Nov 18[13],2018,+3,NR
619,24,<,NR,Pittsburgh,ACC,7-4,129,25,W 34-13 A Wake Forest,Week 12Nov 18[13],2018,+2,24
620,25,<,18,Iowa State,Big 12,6-4,123,RV,L 24-10 A #13 Texas,Week 12Nov 18[13],2018,-2,25
621,RV,<,NR,Fresno State,MWC,9-2,100,23,W 23-14 H San Diego State,Week 12Nov 18[13],2018,-10,NR
622,RV,<,NR,NC State,ACC,7-3,45,RV,W 52-10 A Louisville,Week 12Nov 18[13],2018,-4,NR
623,RV,<,19,Cincinnati,AAC,9-2,43,RV,L 38-13 A #11 UCF,Week 12Nov 18[13],2018,-1,NR
624,RV,<,NR,Missouri,SEC,7-4,34,RV,W 50-17 A Tennessee,Week 12Nov 18[13],2018,--,NR
625,RV,<,NR,Texas A&M,SEC,7-4,29,RV,W 41-20 H UAB,Week 12Nov 18[13],2018,--,22
626,RV,<,NR,Auburn,SEC,7-4,11,RV,W 53-0 H Liberty,Week 12Nov 18[13],2018,--,NR
627,RV,<,NR,Iowa,Big Ten,7-4,8,RV,W 63-0 A Illinois,Week 12Nov 18[13],2018,--,NR
628,RV,<,NR,Stanford,Pac-12,6-4,8,NR,DNP,Week 12Nov 18[13],2018,--,NR
629,RV,<,NR,UAB,CUSA,9-2,5,RV,L 41-20 A Texas A&M,Week 12Nov 18[13],2018,--,NR
630,RV,<,NR,Houston,AAC,8-3,3,NR,W 48-17 H Tulane,Week 12Nov 18[13],2018,--,NR
631,RV,<,NR,Wisconsin,Big Ten,7-4,2,RV,W 47-44 (3OT) A Purdue,Week 12Nov 18[13],2018,--,NR
632,RV,<,NR,Buffalo,MAC,9-2,1,RV,L 52-17 A Ohio,Week 12Nov 18[13],2018,--,NR
633,RV,<,NR,Troy,Sun Belt,9-2,1,RV,W 12-7 H Texas State,Week 12Nov 18[13],2018,--,NR
634,NR,<,22,Boston College,ACC,7-4,0,RV,L 22-21 A Florida State,Week 12Nov 18[13],2018,-9,NR
635,NR,<,NR,Appalachian State,Sun Belt,8-2,0,RV,W 45-17 H Georgia State,Week 12Nov 18[13],2018,--,NR
636,NR,<,NR,Duke,ACC,7-4,0,RV,L 35-6 A #2 Clemson,Week 12Nov 18[13],2018,--,NR
637,NR,<,NR,Georgia Southern,Sun Belt,8-3,0,RV,W 41-17 A Coastal Carolina,Week 12Nov 18[13],2018,--,NR
638,NR,<,NR,Georgia Tech,ACC,7-4,0,RV,W 30-27 (1OT) H Virginia,Week 12Nov 18[13],2018,--,NR
639,NR,<,NR,Oklahoma State,Big 12,6-5,0,RV,W 45-41 H #7 West Virginia,Week 12Nov 18[13],2018,--,NR
640,NR,<,NR,South Carolina,SEC,6-4,0,RV,W 49-9 H Chattanooga,Week 12Nov 18[13],2018,--,NR
641,NR,<,NR,Virginia,ACC,7-4,0,RV,L 30-27 (1OT) A Georgia Tech,Week 12Nov 18[13],2018,--,NR
642,1,<,1,Alabama (61),SEC,12-0,1525,*1,W 52-21 H Auburn,Week 13Nov 25[14],2018,0,1
643,2,<,2,Clemson,ACC,12-0,1458,*2,W 56-35 H South Carolina,Week 13Nov 25[14],2018,0,2
644,3,<,3,Notre Dame,Ind,12-0,1409,3,W 24-17 A USC,Week 13Nov 25[14],2018,0,3
645,4,<,5,Georgia,SEC,11-1,1336,4,W 45-21 H Georgia Tech,Week 13Nov 25[14],2018,+1,4
646,5,<,6,Oklahoma,Big 12,11-1,1266,5,W 59-56 A #12 West Virginia,Week 13Nov 25[14],2018,+1,5
647,6,<,10,Ohio State,Big Ten,11-1,1229,6,W 62-39 H #4 Michigan,Week 13Nov 25[14],2018,+3,6
648,7,<,8,UCF,AAC,11-0,1146,7,W 38-10 A South Florida,Week 13Nov 25[14],2018,+4,8
649,8,<,4,Michigan,Big Ten,10-2,1058,8,L 62-39 A #10 Ohio State,Week 13Nov 25[14],2018,-4,7
650,9,<,11,Texas,Big 12,9-3,959,9,W 24-17 A Kansas,Week 13Nov 25[14],2018,+4,14
651,10,<,16,Washington,Pac-12,9-3,897,11,W 28-15 A #7 Washington State,Week 13Nov 25[14],2018,+7,11
652,11,<,13,Florida,SEC,9-3,876,10,W 41-14 A Florida State,Week 13Nov 25[14],2018,+4,9
653,12,<,7,Washington State,Pac-12,10-2,818,13,L 28-15 H #16 Washington,Week 13Nov 25[14],2018,-4,13
654,12,<,8,LSU,SEC,9-3,818,14,L 74-72 (7OT) A Texas A&M,Week 13Nov 25[14],2018,-2,10
655,14,<,15,Penn State,Big Ten,9-3,751,12,W 38-3 H Maryland,Week 13Nov 25[14],2018,+2,12
656,15,<,12,West Virginia,Big 12,8-3,672,16,L 59-56 H #6 Oklahoma,Week 13Nov 25[14],2018,-8,16
657,16,<,17,Kentucky,SEC,9-3,602,15,W 56-10 A Louisville,Week 13Nov 25[14],2018,+4,15
658,17,<,18,Utah,Pac-12,9-3,536,17,W 35-27 H BYU,Week 13Nov 25[14],2018,+4,17
659,18,<,19,Syracuse,ACC,9-3,475,18,W 42-21 A Boston College,Week 13Nov 25[14],2018,-6,20
660,19,<,21,Boise State,MWC,10-2,409,20,W 33-24 H #14 Utah State,Week 13Nov 25[14],2018,+4,22
661,20,<,22,Mississippi State,SEC,8-4,324,19,W 35-3 A Mississippi,Week 13Nov 25[14],2018,+5,18
662,21,<,20,Northwestern,Big Ten,8-4,322,21,W 24-16 H Illinois,Week 13Nov 25[14],2018,+3,21
663,22,<,NR,Texas A&M,SEC,8-4,283,22,W 74-72 (7OT) H #8 LSU,Week 13Nov 25[14],2018,+4,19
664,23,<,23,Army,Ind,9-2,169,25,DNP,Week 13Nov 25[14],2018,+3,NR
665,24,<,25,Iowa State,Big 12,7-4,116,RV,W 42-38 H Kansas State,Week 13Nov 25[14],2018,-6,23
666,25,<,NR,Fresno State,MWC,10-2,102,23,W 31-13 H San Jose State,Week 13Nov 25[14],2018,+1,25
667,RV,<,14,Utah State,MWC,10-2,92,24,L 33-24 A #21 Boise State,Week 13Nov 25[14],2018,-12,NR
668,RV,<,NR,Missouri,SEC,8-4,88,RV,W 38-0 H Arkansas,Week 13Nov 25[14],2018,--,24
669,RV,<,NR,NC State,ACC,8-3,39,RV,W 34-28 (1OT) A North Carolina,Week 13Nov 25[14],2018,--,NR
670,RV,<,NR,Cincinnati,AAC,10-2,33,RV,W 56-6 H East Carolina,Week 13Nov 25[14],2018,-7,NR
671,RV,<,NR,Stanford,Pac-12,7-4,10,RV,W 49-42 A UCLA,Week 13Nov 25[14],2018,--,NR
672,RV,<,NR,Iowa,Big Ten,8-4,4,RV,W 31-28 H Nebraska,Week 13Nov 25[14],2018,--,NR
673,RV,<,NR,Appalachian State,Sun Belt,9-2,1,RV,W 21-10 H Troy,Week 13Nov 25[14],2018,--,NR
674,RV,<,NR,Buffalo,MAC,10-2,1,RV,W 44-14 A Bowling Green,Week 13Nov 25[14],2018,--,NR
675,RV,<,NR,Oregon,Pac-12,8-4,1,RV,W 55-15 A Oregon State,Week 13Nov 25[14],2018,--,NR
676,NR,<,24,Pittsburgh,ACC,7-5,0,RV,L 24-3 A Miami (FL),Week 13Nov 25[14],2018,--,NR
677,NR,<,NR,California,Pac-12,7-4,0,RV,W 33-21 H Colorado,Week 13Nov 25[14],2018,--,NR
678,NR,<,NR,Georgia Southern,Sun Belt,9-3,0,RV,W 35-14 A Georgia State,Week 13Nov 25[14],2018,--,NR
679,NR,<,NR,Memphis,AAC,8-4,0,RV,W 52-31 H Houston,Week 13Nov 25[14],2018,--,NR
680,NR,<,NR,UAB,CUSA,9-3,0,RV,L 27-3 A Middle Tennessee,Week 13Nov 25[14],2018,--,NR
681,NR,<,NR,Wisconsin,Big Ten,7-5,0,RV,L 37-15 H Minnesota,Week 13Nov 25[14],2018,--,NR
682,1,<,1,Alabama (61),SEC,13-0,1525,*1,W 35-28 N #4 Georgia (SEC CG),Week 14Dec 2[15],2018,0,1
683,2,<,2,Clemson,ACC,13-0,1460,*2,W 42-10 N Pittsburgh (ACC CG),Week 14Dec 2[15],2018,0,2
684,3,<,3,Notre Dame,Ind,12-0,1405,3,DNP,Week 14Dec 2[15],2018,0,3
685,4,<,5,Oklahoma,Big 12,12-1,1327,4,W 39-27 N #9 Texas (Big 12 CG),Week 14Dec 2[15],2018,+2,4
686,5,<,6,Ohio State,Big Ten,12-1,1254,5,W 45-24 N #21 Northwestern (Big Ten CG),Week 14Dec 2[15],2018,+5,6
687,6,<,4,Georgia,SEC,11-2,1247,6,L 35-28 N #1 Alabama (SEC CG),Week 14Dec 2[15],2018,-1,5
688,7,<,7,UCF,AAC,12-0,1158,7,W 56-41 H Memphis (AAC CG),Week 14Dec 2[15],2018,+1,8
689,8,<,8,Michigan,Big Ten,10-2,1076,8,DNP,Week 14Dec 2[15],2018,-4,7
690,9,<,10,Washington,Pac-12,10-3,992,9,W 10-3 N #17 Utah (Pac-12 CG),Week 14Dec 2[15],2018,+7,9
691,10,<,11,Florida,SEC,9-3,894,10,DNP,Week 14Dec 2[15],2018,+3,10
692,11,<,12,LSU,SEC,9-3,847,11,DNP,Week 14Dec 2[15],2018,-3,11
693,12,<,12,Washington State,Pac-12,10-2,845,13,DNP,Week 14Dec 2[15],2018,-5,13
694,13,<,14,Penn State,Big Ten,9-3,773,12,DNP,Week 14Dec 2[15],2018,+2,12
695,14,<,9,Texas,Big 12,9-4,763,14,L 39-27 N #5 Oklahoma (Big 12 CG),Week 14Dec 2[15],2018,-3,15
696,15,<,15,West Virginia,Big 12,8-3,694,16,DNP,Week 14Dec 2[15],2018,-3,16
697,16,<,16,Kentucky,SEC,9-3,639,15,DNP,Week 14Dec 2[15],2018,+1,14
698,17,<,18,Syracuse,ACC,9-3,516,17,DNP,Week 14Dec 2[15],2018,+2,20
699,18,<,20,Mississippi State,SEC,8-4,375,18,DNP,Week 14Dec 2[15],2018,+4,18
700,19,<,25,Fresno State,MWC,11-2,373,21,W 19-16 (1OT) A #19 Boise State (MWC CG),Week 14Dec 2[15],2018,+7,21
701,20,<,17,Utah,Pac-12,9-4,362,19,L 10-3 N #10 Washington (Pac-12 CG),Week 14Dec 2[15],2018,-2,17
702,21,<,22,Texas A&M,SEC,8-4,359,20,DNP,Week 14Dec 2[15],2018,+5,19
703,22,<,23,Army,Ind,9-2,209,25,DNP,Week 14Dec 2[15],2018,+1,NR
704,23,<,19,Boise State,MWC,10-3,144,24,L 19-16 (1OT) H #25 Fresno State (MWC CG),Week 14Dec 2[15],2018,-2,25
705,24,<,NR,Missouri,SEC,8-4,133,RV,DNP,Week 14Dec 2[15],2018,+2,23
706,25,<,24,Iowa State,Big 12,8-4,110,RV,W 27-24 H Drake,Week 14Dec 2[15],2018,0,24
