,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,3WT,CFP
470,20,<,20,Toledo,MAC,7-0,366,20,DNP,Week 9Nov 1[10],2015,-1.0,24
471,21,<,NR,North Carolina,ACC,7-1,248,21,W 26-19 A #23 Pittsburgh,Week 9Nov 1[10],2015,5.0,NR
472,22,<,24,UCLA,Pac-12,6-2,190,22,W 35-31 H Colorado,Week 9Nov 1[10],2015,4.0,23
473,23,<,21,Temple,AAC,7-1,175,23,L 24-20 H #9 Notre Dame,Week 9Nov 1[10],2015,-1.0,22
474,24,<,25,Mississippi State,SEC,6-2,144,25,DNP,Week 9Nov 1[10],2015,2.0,20
475,25,<,NR,Texas A&M,SEC,6-2,101,24,W 35-28 H South Carolina,Week 9Nov 1[10],2015,-10.0,19
476,RV,<,NR,Wisconsin,Big Ten,7-2,64,RV,W 48-10 H Rutgers,Week 9Nov 1[10],2015,0.0,NR
477,RV,<,NR,USC,Pac-12,5-3,57,RV,W 27-21 A California,Week 9Nov 1[10],2015,0.0,NR
478,RV,<,NR,BYU,Ind,6-2,27,RV,DNP,Week 9Nov 1[10],2015,0.0,NR
479,RV,<,NR,Northwestern,Big Ten,6-2,21,RV,DNP,Week 9Nov 1[10],2015,0.0,21
480,RV,<,22,Duke,ACC,6-2,7,RV,L 30-27 H Miami (FL),Week 9Nov 1[10],2015,-3.0,NR
481,RV,<,NR,Penn State,Big Ten,7-2,5,RV,W 39-0 H Illinois,Week 9Nov 1[10],2015,0.0,NR
482,RV,<,NR,Appalachian State,Sun Belt,7-1,4,RV,W 44-41 (3OT) H Troy,Week 9Nov 1[10],2015,0.0,NR
483,RV,<,NR,Boise State,MWC,7-2,4,RV,DNP,Week 9Nov 1[10],2015,0.0,NR
484,RV,<,NR,California,Pac-12,5-3,4,NR,L 27-21 H USC,Week 9Nov 1[10],2015,-6.0,NR
485,RV,<,23,Pittsburgh,ACC,6-2,2,RV,L 26-19 H North Carolina,Week 9Nov 1[10],2015,-1.0,NR
486,RV,<,NR,Tennessee,SEC,4-4,2,NR,W 52-21 A Kentucky,Week 9Nov 1[10],2015,0.0,NR
487,RV,<,NR,Navy,AAC,6-1,1,RV,W 29-17 H South Florida,Week 9Nov 1[10],2015,0.0,NR
488,RV,<,NR,Washington State,Pac-12,5-3,1,RV,L 30-28 H #8 Stanford,Week 9Nov 1[10],2015,0.0,NR
489,NR,<,NR,Marshall,CUSA,8-1,0,RV,W 34-10 A Charlotte,Week 9Nov 1[10],2015,0.0,NR
490,NR,<,NR,Oregon,Pac-12,5-3,0,RV,W 61-55 (3OT) A Arizona State,Week 9Nov 1[10],2015,0.0,NR
491,NR,<,NR,Western Kentucky,CUSA,7-2,0,RV,W 55-30 A Old Dominion,Week 9Nov 1[10],2015,0.0,NR
492,1,<,3,Clemson (31),ACC,9-0,1489,*2,W 23-13 H #17 Florida State,Week 10Nov 8[11],2015,2.0,1
493,2,<,1,Ohio State (26),Big Ten,9-0,1460,*1,W 28-14 H Minnesota,Week 10Nov 8[11],2015,-1.0,3
494,3,<,7,Alabama (2),SEC,8-1,1376,*4,W 30-16 H #4 LSU,Week 10Nov 8[11],2015,4.0,2
495,4,<,2,Baylor (2),Big 12,8-0,1351,*3,W 31-24 A Kansas State,Week 10Nov 8[11],2015,-2.0,6
496,5,<,12,Oklahoma State,Big 12,9-0,1256,5,W 49-29 H #5 TCU,Week 10Nov 8[11],2015,7.0,8
497,6,<,8,Notre Dame,Ind,8-1,1219,6,W 42-30 A Pittsburgh,Week 10Nov 8[11],2015,3.0,4
498,7,<,9,Stanford,Pac-12,8-1,1144,7,W 42-10 A Colorado,Week 10Nov 8[11],2015,1.0,7
499,8,<,10,Iowa,Big Ten,9-0,1091,8,W 35-27 A Indiana,Week 10Nov 8[11],2015,2.0,5
500,9,<,4,LSU,SEC,7-1,1050,9,L 30-16 A #7 Alabama,Week 10Nov 8[11],2015,-5.0,9
501,10,<,13,Utah,Pac-12,8-1,900,13,W 34-23 A Washington,Week 10Nov 8[11],2015,3.0,10
502,11,<,11,Florida,SEC,8-1,887,10,W 9-7 H Vanderbilt,Week 10Nov 8[11],2015,0.0,11
503,12,<,14,Oklahoma,Big 12,8-1,858,11,W 52-16 H Iowa State,Week 10Nov 8[11],2015,2.0,12
504,13,<,5,TCU,Big 12,8-1,841,12,L 49-29 A #12 Oklahoma State,Week 10Nov 8[11],2015,-8.0,15
505,14,<,6,Michigan State,Big Ten,8-1,807,14,L 39-38 A Nebraska,Week 10Nov 8[11],2015,-8.0,13
506,15,<,16,Michigan,Big Ten,7-2,684,15,W 49-16 H Rutgers,Week 10Nov 8[11],2015,0.0,14
507,16,<,18,Houston,AAC,9-0,561,16,W 33-30 H Connecticut,Week 10Nov 8[11],2015,2.0,24
508,17,<,21,North Carolina,ACC,8-1,506,17,W 66-31 H Duke,Week 10Nov 8[11],2015,9.0,23
509,18,<,22,UCLA,Pac-12,7-2,403,18,W 41-0 A Oregon State,Week 10Nov 8[11],2015,6.0,19
510,19,<,17,Florida State,ACC,7-2,379,18,L 23-13 A #3 Clemson,Week 10Nov 8[11],2015,-2.0,16
511,20,<,24,Mississippi State,SEC,7-2,357,20,W 31-13 A Missouri,Week 10Nov 8[11],2015,5.0,17
512,21,<,23,Temple,AAC,8-1,310,21,W 60-40 A SMU,Week 10Nov 8[11],2015,0.0,22
513,22,<,NR,Navy,AAC,7-1,218,23,W 45-20 A #15 Memphis,Week 10Nov 8[11],2015,4.0,20
514,23,<,NR,Wisconsin,Big Ten,8-2,183,22,W 31-24 A Maryland,Week 10Nov 8[11],2015,3.0,25
515,24,<,NR,Northwestern,Big Ten,7-2,177,24,W 23-21 H Penn State,Week 10Nov 8[11],2015,2.0,18
516,25,<,15,Memphis,AAC,8-1,137,25,L 45-20 H Navy,Week 10Nov 8[11],2015,-9.0,21
517,RV,<,NR,USC,Pac-12,6-3,104,RV,W 38-30 H Arizona,Week 10Nov 8[11],2015,0.0,NR
518,RV,<,NR,BYU,Ind,7-2,35,RV,W 17-16 A San Jose State,Week 10Nov 8[11],2015,0.0,NR
519,RV,<,19,Mississippi,SEC,7-3,22,RV,L 53-52 (1OT) H Arkansas,Week 10Nov 8[11],2015,-8.0,NR
520,RV,<,25,Texas A&M,SEC,6-3,6,RV,L 26-10 H Auburn,Week 10Nov 8[11],2015,0.0,NR
521,RV,<,NR,Boise State,MWC,7-2,6,RV,DNP,Week 10Nov 8[11],2015,0.0,NR
522,RV,<,20,Toledo,MAC,7-1,4,RV,L 32-27 H Northern Illinois,Week 10Nov 8[11],2015,-6.0,NR
523,RV,<,NR,Washington State,Pac-12,6-3,2,RV,W 38-24 H Arizona State,Week 10Nov 8[11],2015,0.0,NR
524,RV,<,NR,Western Kentucky,CUSA,8-2,2,RV,W 35-19 H Florida Atlantic,Week 10Nov 8[11],2015,0.0,NR
525,NR,<,NR,Appalachian State,Sun Belt,7-2,0,RV,L 40-27 H Arkansas State,Week 10Nov 8[11],2015,0.0,NR
526,NR,<,NR,Arkansas,SEC,5-4,0,RV,W 53-52 (1OT) A #19 Mississippi,Week 10Nov 8[11],2015,0.0,NR
527,NR,<,NR,Bowling Green,MAC,7-2,0,RV,W 62-24 H Ohio,Week 10Nov 8[11],2015,0.0,NR
528,NR,<,NR,Georgia,SEC,6-3,0,RV,W 27-3 H Kentucky,Week 10Nov 8[11],2015,0.0,NR
529,NR,<,NR,Oregon,Pac-12,6-3,0,RV,W 44-28 H California,Week 10Nov 8[11],2015,0.0,NR
530,NR,<,NR,Pittsburgh,ACC,6-3,0,RV,L 42-30 H #8 Notre Dame,Week 10Nov 8[11],2015,-3.0,NR
531,1,<,1,Clemson (34),ACC,10-0,1496,*1,W 37-27 A Syracuse,Week 11Nov 15[12],2015,2.0,1
532,2,<,2,Ohio State (23),Big Ten,10-0,1460,*2,W 28-3 A Illinois,Week 11Nov 15[12],2015,-1.0,3
533,3,<,3,Alabama (4),SEC,9-1,1424,*3,W 31-6 A #20 Mississippi State,Week 11Nov 15[12],2015,4.0,2
534,4,<,5,Oklahoma State,Big 12,10-0,1301,4,W 35-31 A Iowa State,Week 11Nov 15[12],2015,8.0,6
535,5,<,6,Notre Dame,Ind,9-1,1286,5,W 28-7 H Wake Forest,Week 11Nov 15[12],2015,3.0,4
536,6,<,8,Iowa,Big Ten,10-0,1216,6,W 40-35 H Minnesota,Week 11Nov 15[12],2015,4.0,5
537,7,<,12,Oklahoma,Big 12,9-1,1182,7,W 44-34 A #4 Baylor,Week 11Nov 15[12],2015,7.0,7
538,8,<,11,Florida,SEC,9-1,1055,8,W 24-14 A South Carolina,Week 11Nov 15[12],2015,3.0,8
539,9,<,14,Michigan State,Big Ten,9-1,1008,9,W 24-7 H Maryland,Week 11Nov 15[12],2015,-3.0,9
540,10,<,4,Baylor,Big 12,8-1,946,10,L 44-34 H #12 Oklahoma,Week 11Nov 15[12],2015,-8.0,10
541,11,<,13,TCU,Big 12,9-1,857,11,W 23-17 H Kansas,Week 11Nov 15[12],2015,-6.0,18
542,12,<,17,North Carolina,ACC,9-1,791,12,W 59-21 H Miami (FL),Week 11Nov 15[12],2015,9.0,17
543,13,<,16,Houston,AAC,10-0,790,14,W 35-34 H #25 Memphis,Week 11Nov 15[12],2015,5.0,19
544,14,<,15,Michigan,Big Ten,8-2,738,13,W 48-41 (2OT) A Indiana,Week 11Nov 15[12],2015,2.0,12
545,15,<,7,Stanford,Pac-12,8-2,668,15,L 38-36 H Oregon,Week 11Nov 15[12],2015,-6.0,11
546,16,<,19,Florida State,ACC,8-2,559,16,W 34-17 H NC State,Week 11Nov 15[12],2015,1.0,14
547,17,<,9,LSU,SEC,7-2,549,17,L 31-14 H Arkansas,Week 11Nov 15[12],2015,-13.0,15
548,18,<,10,Utah,Pac-12,8-2,514,18,L 37-30 (2OT) A Arizona,Week 11Nov 15[12],2015,-5.0,13
549,19,<,22,Navy,AAC,8-1,465,19,W 55-14 H SMU,Week 11Nov 15[12],2015,7.0,16
550,20,<,24,Northwestern,Big Ten,8-2,397,21,W 21-14 H Purdue,Week 11Nov 15[12],2015,6.0,20
551,21,<,23,Wisconsin,Big Ten,8-2,338,20,DNP,Week 11Nov 15[12],2015,5.0,25
552,22,<,NR,USC,Pac-12,7-3,201,24,W 27-24 A Colorado,Week 11Nov 15[12],2015,4.0,24
553,23,<,NR,Oregon,Pac-12,7-3,170,22,W 38-36 A #7 Stanford,Week 11Nov 15[12],2015,3.0,23
554,24,<,NR,Washington State,Pac-12,7-3,167,23,W 31-27 A #18 UCLA,Week 11Nov 15[12],2015,2.0,NR
555,25,<,NR,Mississippi,SEC,7-3,44,RV,DNP,Week 11Nov 15[12],2015,-6.0,22
556,RV,<,NR,Toledo,MAC,8-1,39,RV,W 28-23 A Central Michigan,Week 11Nov 15[12],2015,-6.0,NR
557,RV,<,NR,Arkansas,SEC,6-4,35,RV,W 31-14 A #9 LSU,Week 11Nov 15[12],2015,0.0,NR
558,RV,<,25,Memphis,AAC,8-2,32,RV,L 35-34 A #16 Houston,Week 11Nov 15[12],2015,-11.0,21
559,RV,<,20,Mississippi State,SEC,7-3,25,25,L 31-6 H #3 Alabama,Week 11Nov 15[12],2015,-2.0,NR
560,RV,<,18,UCLA,Pac-12,7-3,18,RV,L 31-27 H Washington State,Week 11Nov 15[12],2015,-4.0,NR
561,RV,<,NR,Pittsburgh,ACC,7-3,15,RV,W 31-13 A Duke,Week 11Nov 15[12],2015,0.0,NR
562,RV,<,21,Temple,AAC,8-2,13,RV,L 44-23 A South Florida,Week 11Nov 15[12],2015,-3.0,NR
563,RV,<,NR,Georgia,SEC,7-3,8,RV,W 20-13 A Auburn,Week 11Nov 15[12],2015,0.0,NR
564,RV,<,NR,Texas A&M,SEC,7-3,8,RV,W 41-17 H Western Carolina,Week 11Nov 15[12],2015,-1.0,NR
565,RV,<,NR,Bowling Green,MAC,8-2,4,RV,W 41-27 A Western Michigan,Week 11Nov 15[12],2015,0.0,NR
566,RV,<,NR,Western Kentucky,CUSA,8-2,4,RV,DNP,Week 11Nov 15[12],2015,0.0,NR
567,RV,<,NR,Air Force,MWC,7-3,1,NR,W 35-28 H Utah State,Week 11Nov 15[12],2015,0.0,NR
568,RV,<,NR,Arkansas State,Sun Belt,7-3,1,RV,W 59-21 A Louisiana-Monroe,Week 11Nov 15[12],2015,0.0,NR
569,NR,<,NR,Appalachian State,Sun Belt,8-2,0,RV,W 47-20 A Idaho,Week 11Nov 15[12],2015,0.0,NR
570,NR,<,NR,Boise State,MWC,7-3,0,NR,L 31-24 H New Mexico,Week 11Nov 15[12],2015,0.0,NR
571,NR,<,NR,BYU,Ind,7-3,0,RV,L 20-16 A Missouri,Week 11Nov 15[12],2015,0.0,NR
572,NR,<,NR,California,Pac-12,6-4,0,NR,W 54-24 H Oregon State,Week 11Nov 15[12],2015,0.0,NR
573,NR,<,NR,Louisville,ACC,6-4,0,RV,W 38-31 H Virginia,Week 11Nov 15[12],2015,0.0,NR
574,NR,<,NR,Marshall,CUSA,9-2,0,RV,W 52-0 H FIU,Week 11Nov 15[12],2015,0.0,NR
575,NR,<,NR,Penn State,Big Ten,7-3,0,NR,DNP,Week 11Nov 15[12],2015,0.0,NR
576,NR,<,NR,Tennessee,SEC,6-4,0,NR,W 24-0 H North Texas,Week 11Nov 15[12],2015,0.0,NR
577,NR,<,NR,West Virginia,Big 12,5-4,0,NR,W 38-20 H Texas,Week 11Nov 15[12],2015,0.0,NR
578,1,<,1,Clemson (55),ACC,11-0,1518,*1,W 33-13 H Wake Forest,Week 12Nov 22[13],2015,0.0,1
579,2,<,3,Alabama (6),SEC,10-1,1469,*2,W 56-6 H Charleston Southern,Week 12Nov 22[13],2015,1.0,2
580,3,<,6,Iowa,Big Ten,11-0,1325,*3,W 40-20 H Purdue,Week 12Nov 22[13],2015,5.0,4
581,4,<,5,Notre Dame,Ind,10-1,1317,4,W 19-16 N Boston College,Week 12Nov 22[13],2015,2.0,6
582,5,<,7,Oklahoma,Big 12,10-1,1295,5,W 30-29 H #11 TCU,Week 12Nov 22[13],2015,7.0,3
583,6,<,9,Michigan State,Big Ten,10-1,1286,6,W 17-14 A #2 Ohio State,Week 12Nov 22[13],2015,8.0,5
584,7,<,10,Baylor,Big 12,9-1,1161,7,W 45-35 A #4 Oklahoma State,Week 12Nov 22[13],2015,-3.0,7
585,8,<,2,Ohio State,Big Ten,10-1,1051,8,L 17-14 H #9 Michigan State,Week 12Nov 22[13],2015,-6.0,8
586,9,<,4,Oklahoma State,Big 12,10-1,995,10,L 45-35 H #10 Baylor,Week 12Nov 22[13],2015,-4.0,11
587,10,<,8,Florida,SEC,10-1,926,9,W 20-14 (1OT) H Florida Atlantic,Week 12Nov 22[13],2015,1.0,12
588,11,<,12,North Carolina,ACC,10-1,900,11,W 30-27 (1OT) A Virginia Tech,Week 12Nov 22[13],2015,6.0,14
589,12,<,14,Michigan,Big Ten,9-2,855,12,W 28-16 A Penn State,Week 12Nov 22[13],2015,3.0,10
590,13,<,15,Stanford,Pac-12,9-2,816,12,W 35-22 H California,Week 12Nov 22[13],2015,-6.0,9
591,14,<,16,Florida State,ACC,9-2,680,14,W 52-13 H Chattanooga,Week 12Nov 22[13],2015,5.0,13
592,15,<,11,TCU,Big 12,9-2,652,16,L 30-29 A #7 Oklahoma,Week 12Nov 22[13],2015,-2.0,19
593,16,<,19,Navy,AAC,9-1,647,15,W 44-21 A Tulsa,Week 12Nov 22[13],2015,6.0,15
594,17,<,20,Northwestern,Big Ten,9-2,593,17,W 13-7 A #21 Wisconsin,Week 12Nov 22[13],2015,7.0,16
595,18,<,23,Oregon,Pac-12,8-3,470,18,W 48-28 H #22 USC,Week 12Nov 22[13],2015,8.0,17
596,19,<,25,Mississippi,SEC,8-3,358,19,W 38-17 H #17 LSU,Week 12Nov 22[13],2015,7.0,18
597,20,<,24,Washington State,Pac-12,8-3,354,20,W 27-3 H Colorado,Week 12Nov 22[13],2015,6.0,20
598,21,<,13,Houston,AAC,10-1,275,21,L 20-17 A Connecticut,Week 12Nov 22[13],2015,-5.0,NR
599,22,<,NR,UCLA,Pac-12,8-3,230,23,W 17-9 A #18 Utah,Week 12Nov 22[13],2015,-4.0,22
600,23,<,NR,Mississippi State,SEC,8-3,132,22,W 51-50 A Arkansas,Week 12Nov 22[13],2015,-3.0,21
601,24,<,NR,Toledo,MAC,9-1,123,RV,W 44-28 A Bowling Green,Week 12Nov 22[13],2015,2.0,24
602,25,<,NR,Temple,AAC,9-2,107,24,W 31-12 H Memphis,Week 12Nov 22[13],2015,-4.0,25
603,RV,<,18,Utah,Pac-12,8-3,100,25,L 17-9 H UCLA,Week 12Nov 22[13],2015,-16.0,23
604,RV,<,NR,Pittsburgh,ACC,8-3,60,RV,W 45-34 H Louisville,Week 12Nov 22[13],2015,0.0,NR
605,RV,<,17,LSU,SEC,7-3,33,RV,L 38-17 A #25 Mississippi,Week 12Nov 22[13],2015,-17.0,NR
606,RV,<,NR,Texas A&M,SEC,8-3,27,RV,W 25-0 A Vanderbilt,Week 12Nov 22[13],2015,0.0,NR
607,RV,<,21,Wisconsin,Big Ten,8-3,21,RV,L 13-7 H #20 Northwestern,Week 12Nov 22[13],2015,-3.0,NR
608,RV,<,NR,Air Force,MWC,8-3,15,RV,W 37-30 A Boise State,Week 12Nov 22[13],2015,0.0,NR
609,RV,<,22,USC,Pac-12,7-4,8,RV,L 48-28 A #23 Oregon,Week 12Nov 22[13],2015,0.0,NR
610,RV,<,NR,Arkansas,SEC,6-5,7,RV,L 51-50 H Mississippi State,Week 12Nov 22[13],2015,0.0,NR
611,RV,<,NR,Western Kentucky,CUSA,9-2,6,RV,W 63-7 A FIU,Week 12Nov 22[13],2015,0.0,NR
612,RV,<,NR,Georgia,SEC,8-3,5,RV,W 23-17 (1OT) H Georgia Southern,Week 12Nov 22[13],2015,0.0,NR
613,RV,<,NR,BYU,Ind,8-3,3,RV,W 52-10 H Fresno State,Week 12Nov 22[13],2015,0.0,NR
614,RV,<,NR,Tennessee,SEC,7-4,2,NR,W 19-8 A Missouri,Week 12Nov 22[13],2015,0.0,NR
615,RV,<,NR,Arkansas State,Sun Belt,7-3,1,RV,DNP,Week 12Nov 22[13],2015,0.0,NR
616,RV,<,NR,South Florida,AAC,7-4,1,NR,W 65-27 H Cincinnati,Week 12Nov 22[13],2015,0.0,NR
617,RV,<,NR,West Virginia,Big 12,6-4,1,RV,W 49-0 A Kansas,Week 12Nov 22[13],2015,0.0,NR
618,NR,<,NR,Appalachian State,Sun Belt,8-2,0,RV,DNP,Week 12Nov 22[13],2015,0.0,NR
619,NR,<,NR,Bowling Green,MAC,8-3,0,RV,L 44-28 H Toledo,Week 12Nov 22[13],2015,0.0,NR
620,NR,<,NR,San Diego State,MWC,8-3,0,RV,W 52-14 A UNLV,Week 12Nov 22[13],2015,0.0,NR
621,1,<,1,Clemson (53),ACC,12-0,1511,*1,W 37-32 A South Carolina,Week 13Nov 29,2015,0.0,1
622,2,<,2,Alabama (8),SEC,11-1,1469,*2,W 29-13 A Auburn,Week 13Nov 29,2015,1.0,2
623,3,<,5,Oklahoma,Big 12,11-1,1367,*4,W 58-23 A #9 Oklahoma State,Week 13Nov 29,2015,4.0,3
624,4,<,3,Iowa,Big Ten,12-0,1345,*3,W 28-20 A Nebraska,Week 13Nov 29,2015,2.0,4
625,5,<,6,Michigan State,Big Ten,11-1,1318,5,W 55-16 A Penn State,Week 13Nov 29,2015,4.0,5
626,6,<,8,Ohio State,Big Ten,11-1,1197,6,W 42-13 A #12 Michigan,Week 13Nov 29,2015,-4.0,6
627,7,<,13,Stanford,Pac-12,10-2,1137,7,W 38-36 H #4 Notre Dame,Week 13Nov 29,2015,8.0,7
628,8,<,11,North Carolina,ACC,11-1,1085,8,W 45-34 A NC State,Week 13Nov 29,2015,4.0,10
629,9,<,4,Notre Dame,Ind,10-2,1022,10,L 38-36 A #13 Stanford,Week 13Nov 29,2015,-4.0,8
630,10,<,14,Florida State,ACC,10-2,951,9,W 27-2 A #10 Florida,Week 13Nov 29,2015,6.0,9
631,11,<,15,TCU,Big 12,10-2,927,11,W 28-21 (2OT) H #7 Baylor,Week 13Nov 29,2015,0.0,11
632,12,<,7,Baylor,Big 12,9-2,842,12,L 28-21 (2OT) A #15 TCU,Week 13Nov 29,2015,-2.0,12
633,13,<,17,Northwestern,Big Ten,10-2,711,13,W 24-14 A Illinois,Week 13Nov 29,2015,7.0,14
634,14,<,9,Oklahoma State,Big 12,10-2,699,14,L 58-23 H #5 Oklahoma,Week 13Nov 29,2015,-10.0,17
635,15,<,18,Oregon,Pac-12,9-3,616,16,W 52-42 H Oregon State,Week 13Nov 29,2015,8.0,16
636,16,<,19,Mississippi,SEC,9-3,584,17,W 38-27 A #23 Mississippi State,Week 13Nov 29,2015,9.0,13
637,17,<,21,Houston,AAC,11-1,571,18,W 52-31 H #16 Navy,Week 13Nov 29,2015,-4.0,19
638,18,<,10,Florida,SEC,10-2,566,15,L 27-2 H #14 Florida State,Week 13Nov 29,2015,-10.0,18
639,19,<,12,Michigan,Big Ten,9-3,518,19,L 42-13 H #8 Ohio State,Week 13Nov 29,2015,-5.0,15
640,20,<,25,Temple,AAC,10-2,269,21,W 27-3 H Connecticut,Week 13Nov 29,2015,6.0,22
641,21,<,NR,Utah,Pac-12,9-3,244,20,W 20-14 H Colorado,Week 13Nov 29,2015,-3.0,24
642,22,<,16,Navy,AAC,9-2,206,22,L 52-31 A #21 Houston,Week 13Nov 29,2015,-3.0,23
643,23,<,NR,LSU,SEC,8-3,199,23,W 19-7 H Texas A&M,Week 13Nov 29,2015,-6.0,21
644,24,<,NR,USC,Pac-12,8-4,189,24,W 40-21 H #22 UCLA,Week 13Nov 29,2015,-2.0,20
645,25,<,NR,Wisconsin,Big Ten,9-3,124,25,W 31-21 A Minnesota,Week 13Nov 29,2015,-4.0,NR
646,RV,<,NR,Georgia,SEC,9-3,47,RV,W 13-7 A Georgia Tech,Week 13Nov 29,2015,0.0,NR
647,RV,<,NR,Western Kentucky,CUSA,10-2,24,RV,W 49-28 H Marshall,Week 13Nov 29,2015,0.0,NR
648,RV,<,NR,BYU,Ind,9-3,20,NR,W 51-28 A Utah State,Week 13Nov 29,2015,0.0,NR
649,RV,<,NR,Arkansas,SEC,7-5,17,NR,W 28-3 H Missouri,Week 13Nov 29,2015,0.0,NR
650,RV,<,NR,Memphis,AAC,9-3,9,RV,W 63-0 H SMU,Week 13Nov 29,2015,0.0,NR
651,RV,<,NR,South Florida,AAC,8-4,9,NR,W 44-3 A UCF,Week 13Nov 29,2015,0.0,NR
652,RV,<,NR,Tennessee,SEC,8-4,9,NR,W 53-28 H Vanderbilt,Week 13Nov 29,2015,0.0,25
653,RV,<,20,Washington State,Pac-12,8-4,8,RV,L 45-10 A Washington,Week 13Nov 29,2015,-2.0,NR
654,RV,<,22,UCLA,Pac-12,8-4,4,RV,L 40-21 A USC,Week 13Nov 29,2015,0.0,NR
655,RV,<,23,Mississippi State,SEC,8-4,4,RV,L 38-27 H #19 Mississippi,Week 13Nov 29,2015,0.0,NR
656,RV,<,NR,San Diego State,MWC,9-3,3,RV,W 31-14 H Nevada,Week 13Nov 29,2015,0.0,NR
657,RV,<,NR,Arkansas State,Sun Belt,8-3,2,RV,W 52-28 A New Mexico State,Week 13Nov 29,2015,0.0,NR
658,RV,<,24,Toledo,MAC,9-2,1,RV,L 35-30 H Western Michigan,Week 13Nov 29,2015,0.0,NR
659,RV,<,NR,West Virginia,Big 12,7-4,1,NR,W 30-6 H Iowa State,Week 13Nov 29,2015,0.0,NR
660,NR,<,NR,Appalachian State,Sun Belt,9-2,0,RV,W 28-7 H Louisiana-Lafayette,Week 13Nov 29,2015,0.0,NR
661,NR,<,NR,Bowling Green,MAC,9-3,0,RV,W 48-10 A Ball State,Week 13Nov 29,2015,0.0,NR
662,NR,<,NR,Texas A&M,SEC,8-4,0,RV,L 19-7 A LSU,Week 13Nov 29,2015,0.0,NR
663,1,<,1,Clemson (51),ACC,13-0,1510,*1,W 45-37 N #8 North Carolina (ACC CG),Week 14Dec 6,2015,0.0,1
664,2,<,2,Alabama (9),SEC,12-1,1465,*2,W 29-15 N #18 Florida (SEC CG),Week 14Dec 6,2015,0.0,2
665,3,<,5,Michigan State (1),Big Ten,12-1,1382,4,W 16-13 N #4 Iowa (Big Ten CG),Week 14Dec 6,2015,3.0,3
666,4,<,3,Oklahoma,Big 12,11-1,1376,3,DNP,Week 14Dec 6,2015,1.0,4
667,5,<,7,Stanford,Pac-12,11-2,1221,6,W 41-22 N #24 USC (Pac-12 CG),Week 14Dec 6,2015,8.0,6
668,6,<,4,Iowa,Big Ten,12-1,1214,7,L 16-13 N #5 Michigan State (Big Ten CG),Week 14Dec 6,2015,-3.0,5
669,7,<,6,Ohio State,Big Ten,11-1,1208,5,DNP,Week 14Dec 6,2015,1.0,7
670,8,<,9,Notre Dame,Ind,10-2,1070,9,DNP,Week 14Dec 6,2015,-4.0,8
671,9,<,10,Florida State,ACC,10-2,972,8,DNP,Week 14Dec 6,2015,5.0,9
672,10,<,8,North Carolina,ACC,11-2,949,11,DNP,Week 14Dec 6,2015,1.0,10
673,11,<,11,TCU,Big 12,10-2,936,10,DNP,Week 14Dec 6,2015,4.0,11
674,12,<,13,Northwestern,Big Ten,10-2,776,12,DNP,Week 14Dec 6,2015,5.0,13
675,13,<,14,Oklahoma State,Big 12,10-2,767,13,DNP,Week 14Dec 6,2015,-4.0,16
676,14,<,17,Houston,AAC,12-1,710,16,W 24-13 H #20 Temple (AAC CG),Week 14Dec 6,2015,7.0,18
677,15,<,15,Oregon,Pac-12,9-3,685,14,DNP,Week 14Dec 6,2015,3.0,15
678,16,<,16,Mississippi,SEC,9-3,656,15,DNP,Week 14Dec 6,2015,3.0,12
679,17,<,19,Michigan,Big Ten,9-3,578,17,DNP,Week 14Dec 6,2015,-5.0,14
680,18,<,12,Baylor,Big 12,9-3,426,19,L 23-17 H Texas,Week 14Dec 6,2015,-11.0,17
681,19,<,18,Florida,SEC,10-3,420,18,L 29-15 N #2 Alabama (SEC CG),Week 14Dec 6,2015,-9.0,19
682,20,<,21,Utah,Pac-12,9-3,323,20,DNP,Week 14Dec 6,2015,6.0,22
683,21,<,22,Navy,AAC,9-2,271,22,DNP,Week 14Dec 6,2015,-5.0,21
684,22,<,23,LSU,SEC,8-3,270,21,DNP,Week 14Dec 6,2015,4.0,20
685,23,<,25,Wisconsin,Big Ten,9-3,197,23,DNP,Week 14Dec 6,2015,3.0,NR
686,24,<,20,Temple,AAC,10-3,94,24,L 24-13 A #17 Houston (AAC CG),Week 14Dec 6,2015,1.0,24
687,25,<,NR,Western Kentucky,CUSA,11-2,70,RV,W 45-28 H Southern Miss (C-USA CG),Week 14Dec 6,2015,1.0,NR
688,RV,<,NR,Georgia,SEC,9-3,67,25,DNP,Week 14Dec 6,2015,0.0,NR
689,RV,<,24,USC,Pac-12,8-5,57,RV,L 41-22 N #7 Stanford (Pac-12 CG),Week 14Dec 6,2015,0.0,25
690,RV,<,NR,BYU,Ind,9-3,28,RV,DNP,Week 14Dec 6,2015,0.0,NR
691,RV,<,NR,Tennessee,SEC,8-4,23,RV,DNP,Week 14Dec 6,2015,0.0,23
692,RV,<,NR,San Diego State,MWC,10-3,22,RV,W 27-24 H Air Force (MWC CG),Week 14Dec 6,2015,0.0,NR
693,RV,<,NR,Arkansas,SEC,7-5,20,NR,DNP,Week 14Dec 6,2015,0.0,NR
694,RV,<,NR,Washington State,Pac-12,8-4,20,RV,DNP,Week 14Dec 6,2015,-6.0,NR
695,RV,<,NR,Memphis,AAC,9-3,10,RV,DNP,Week 14Dec 6,2015,0.0,NR
