date,season,team1,team1ID,team2,team2ID,score1,score2,result,spread,spreadOpen,overUnder,overUnderOpen,homeMoneyLine,awayMoneyLine
2020-11-29,2020,hawai'i,62,nevada,2440,24,21,1,NaN,NaN,NaN,NaN,NaN,NaN,7.2,62.4
2020-12-03,2020,north texas,249,louisiana tech,2348,31,42,0,NaN,NaN,NaN,NaN,NaN,NaN,0.7,65.3
2020-12-04,2020,utah state,328,air force,2005,7,35,0,NaN,NaN,NaN,NaN,NaN,NaN,13.4,51.4
2020-12-05,2020,appalachian state,2026,louisiana,309,21,24,0,NaN,NaN,NaN,NaN,NaN,NaN,-2.9,51.8
2020-12-05,2020,rutgers,164,penn state,213,7,23,0,NaN,NaN,NaN,NaN,NaN,NaN,12.875,51.25
2020-12-05,2020,purdue,2509,nebraska,158,27,37,0,NaN,NaN,NaN,NaN,NaN,NaN,-0.8,64.2
2020-12-05,2020,tcu,2628,oklahoma state,197,29,22,1,NaN,NaN,NaN,NaN,NaN,NaN,2.5,52.6
2020-12-05,2020,texas tech,2641,kansas,2305,16,13,1,NaN,NaN,NaN,NaN,NaN,NaN,-26.6,63.6
2020-12-05,2020,kansas state,2306,texas,251,31,69,0,NaN,NaN,NaN,NaN,NaN,NaN,7.2,53.3
2020-12-05,2020,northern illinois,2459,toledo,2649,24,41,0,NaN,NaN,NaN,NaN,NaN,NaN,9.6,53.6
2020-12-05,2020,missouri,142,arkansas,8,50,48,1,NaN,NaN,NaN,NaN,NaN,NaN,-2.4,54.9
2020-12-05,2020,marshall,276,rice,242,0,20,0,NaN,NaN,NaN,NaN,NaN,NaN,-24.0,42.7
2020-12-05,2020,tulane,2655,memphis,235,35,21,1,NaN,NaN,NaN,NaN,NaN,NaN,-3.0,63.875
2020-12-05,2020,north carolina,153,western carolina,2717,49,9,1,NaN,NaN,NaN,NaN,NaN,NaN,-49.25,69.25
2020-12-05,2020,michigan state,127,ohio state,194,12,52,0,NaN,NaN,NaN,NaN,NaN,NaN,22.4,58.9
2020-12-05,2020,auburn,2,texas a&m,245,20,31,0,NaN,NaN,NaN,NaN,NaN,NaN,5.7,48.7
2020-12-05,2020,akron,2006,bowling green,189,31,3,1,NaN,NaN,NaN,NaN,NaN,NaN,-2.6,54.9
2020-12-05,2020,central michigan,2117,ball state,2050,20,45,0,NaN,NaN,NaN,NaN,NaN,NaN,2.6,63.0
2020-12-05,2020,western michigan,2711,eastern michigan,2199,42,53,0,NaN,NaN,NaN,NaN,NaN,NaN,-13.5,67.4
2020-12-05,2020,south alabama,6,troy,2653,0,29,0,NaN,NaN,NaN,NaN,NaN,NaN,4.167,53.833
2020-12-05,2020,notre dame,87,syracuse,183,45,21,1,NaN,NaN,NaN,NaN,NaN,NaN,-34.2,50.9
2020-12-05,2020,arkansas state,2032,louisiana monroe,2433,48,15,1,NaN,NaN,NaN,NaN,NaN,NaN,-20.25,71.125
2020-12-05,2020,navy,2426,tulsa,202,6,19,0,NaN,NaN,NaN,NaN,NaN,NaN,11.9,45.5
2020-12-05,2020,tennessee,2633,florida,57,19,31,0,NaN,NaN,NaN,NaN,NaN,NaN,18.3,62.9
2020-12-05,2020,virginia,258,boston college,103,43,32,1,NaN,NaN,NaN,NaN,NaN,NaN,-6.3,53.6
2020-12-05,2020,wisconsin,275,indiana,84,6,14,0,NaN,NaN,NaN,NaN,NaN,NaN,-13.0,44.5
2020-12-05,2020,illinois,356,iowa,2294,21,35,0,NaN,NaN,NaN,NaN,NaN,NaN,13.9,52.6
2020-12-05,2020,iowa state,66,west virginia,277,42,6,1,NaN,NaN,NaN,NaN,NaN,NaN,-5.8,47.8
2020-12-05,2020,washington,264,stanford,24,26,31,0,NaN,NaN,NaN,NaN,NaN,NaN,-12.1,49.6
2020-12-05,2020,nc state,152,georgia tech,59,23,13,1,NaN,NaN,NaN,NaN,NaN,NaN,-6.9,60.9
2020-12-05,2020,coastal carolina,324,byu,252,22,17,1,NaN,NaN,NaN,NaN,NaN,NaN,6.1,60.8
2020-12-05,2020,georgia southern,290,florida atlantic,2226,20,3,1,NaN,NaN,NaN,NaN,NaN,NaN,2.4,40.6
2020-12-05,2020,san josé state,23,hawai'i,62,35,24,1,NaN,NaN,NaN,NaN,NaN,NaN,0.9,59.5
2020-12-06,2020,california,25,oregon,2483,21,17,1,NaN,NaN,NaN,NaN,NaN,NaN,9.3,59.5
2020-12-06,2020,arizona,12,colorado,38,13,24,0,NaN,NaN,NaN,NaN,NaN,NaN,9.0,56.9
2020-12-06,2020,san diego state,21,colorado state,36,29,17,1,NaN,NaN,NaN,NaN,NaN,NaN,-7.5,45.7
2020-12-06,2020,kentucky,96,south carolina,2579,41,18,1,NaN,NaN,NaN,NaN,NaN,NaN,-11.7,46.6
2020-12-06,2020,virginia tech,259,clemson,228,10,45,0,NaN,NaN,NaN,NaN,NaN,NaN,23.4,66.9
2020-12-06,2020,duke,150,miami,2390,0,48,0,NaN,NaN,NaN,NaN,NaN,NaN,14.9,62.5
2020-12-06,2020,lsu,99,alabama,333,17,55,0,NaN,NaN,NaN,NaN,NaN,NaN,29.0,64.4
2020-12-06,2020,oklahoma,201,baylor,239,27,14,1,NaN,NaN,NaN,NaN,NaN,NaN,-23.0,61.0
2020-12-06,2020,nevada,2440,fresno state,278,37,26,1,NaN,NaN,NaN,NaN,NaN,NaN,-6.5,59.1
2020-12-06,2020,arizona state,9,ucla,26,18,25,0,NaN,NaN,NaN,NaN,NaN,NaN,-2.7,57.1
2020-12-06,2020,utah,254,oregon state,204,30,24,1,NaN,NaN,NaN,NaN,NaN,NaN,-13.7,51.1
2020-12-06,2020,new mexico,167,wyoming,2751,17,16,1,NaN,NaN,NaN,NaN,NaN,NaN,16.6,51.3
2020-12-06,2020,charlotte,2429,western kentucky,98,19,37,0,NaN,NaN,NaN,NaN,NaN,NaN,-2.4,46.5
2020-12-07,2020,usc,30,washington state,265,38,13,1,NaN,NaN,NaN,NaN,NaN,NaN,-11.2,68.5
2020-12-10,2020,southern mississippi,2572,florida atlantic,2226,45,31,1,NaN,NaN,NaN,NaN,NaN,NaN,9.4,43.5
2020-12-11,2020,georgia tech,59,pittsburgh,221,20,34,0,NaN,NaN,NaN,NaN,NaN,NaN,7.375,55.375
2020-12-11,2020,utep,2638,north texas,249,43,45,0,NaN,NaN,NaN,NaN,NaN,NaN,5.125,66.125
2020-12-12,2020,arizona,12,arizona state,9,7,70,0,NaN,NaN,NaN,NaN,NaN,NaN,9.1,56.7
2020-12-12,2020,san josé state,23,nevada,2440,30,20,1,NaN,NaN,NaN,NaN,NaN,NaN,1.7,60.9
2020-12-12,2020,penn state,213,michigan state,127,39,24,1,NaN,NaN,NaN,NaN,NaN,NaN,-14.5,45.9
2020-12-12,2020,colorado,38,utah,254,21,38,0,NaN,NaN,NaN,NaN,NaN,NaN,2.6,49.1
2020-12-12,2020,maryland,120,rutgers,164,24,27,0,NaN,NaN,NaN,NaN,NaN,NaN,-3.1,54.5
2020-12-12,2020,louisville,97,wake forest,154,45,21,1,NaN,NaN,NaN,NaN,NaN,NaN,-0.375,62.125
2020-12-12,2020,nebraska,158,minnesota,135,17,24,0,NaN,NaN,NaN,NaN,NaN,NaN,-9.3,61.1
2020-12-12,2020,missouri,142,georgia,61,14,49,0,NaN,NaN,NaN,NaN,NaN,NaN,13.9,54.3
2020-12-12,2020,northwestern,77,illinois,356,28,10,1,NaN,NaN,NaN,NaN,NaN,NaN,-13.3,41.6
2020-12-12,2020,arkansas,8,alabama,333,3,52,0,NaN,NaN,NaN,NaN,NaN,NaN,29.2,69.5
2020-12-12,2020,eastern michigan,2199,northern illinois,2459,41,33,1,NaN,NaN,NaN,NaN,NaN,NaN,-6.2,55.5
2020-12-12,2020,ball state,2050,western michigan,2711,30,27,1,NaN,NaN,NaN,NaN,NaN,NaN,2.1,66.1
2020-12-12,2020,rice,242,uab,5,16,21,0,NaN,NaN,NaN,NaN,NaN,NaN,6.9,42.5
2020-12-12,2020,buffalo,2084,akron,2006,56,7,1,NaN,NaN,NaN,NaN,NaN,NaN,-33.1,58.6
2020-12-12,2020,army,349,navy,2426,15,0,1,NaN,NaN,NaN,NaN,NaN,NaN,-7.5,35.7
2020-12-12,2020,toledo,2649,central michigan,2117,24,23,1,NaN,NaN,NaN,NaN,NaN,NaN,-10.5,54.4
2020-12-12,2020,troy,2653,coastal carolina,324,38,42,0,NaN,NaN,NaN,NaN,NaN,NaN,12.625,52.5
2020-12-12,2020,memphis,235,houston,248,30,27,1,NaN,NaN,NaN,NaN,NaN,NaN,6.625,64.375
2020-12-12,2020,iowa,2294,wisconsin,275,28,7,1,NaN,NaN,NaN,NaN,NaN,NaN,1.3,40.3
2020-12-12,2020,baylor,239,oklahoma state,197,3,42,0,NaN,NaN,NaN,NaN,NaN,NaN,5.8,49.1
2020-12-12,2020,miami,2390,north carolina,153,26,62,0,NaN,NaN,NaN,NaN,NaN,NaN,-2.9,71.9
2020-12-12,2020,florida state,52,duke,150,56,35,1,NaN,NaN,NaN,NaN,NaN,NaN,-3.0,57.0
2020-12-12,2020,vanderbilt,238,tennessee,2633,17,42,0,NaN,NaN,NaN,NaN,NaN,NaN,15.0,50.7
2020-12-12,2020,wyoming,2751,boise state,68,9,17,0,NaN,NaN,NaN,NaN,NaN,NaN,9.4,46.8
2020-12-12,2020,georgia southern,290,appalachian state,2026,26,34,0,NaN,NaN,NaN,NaN,NaN,NaN,9.3,45.1
2020-12-13,2020,tcu,2628,louisiana tech,2348,52,10,1,NaN,NaN,NaN,NaN,NaN,NaN,-21.5,50.1
2020-12-13,2020,florida,57,lsu,99,34,37,0,NaN,NaN,NaN,NaN,NaN,NaN,-23.0,66.0
2020-12-13,2020,mississippi state,344,auburn,2,10,24,0,NaN,NaN,NaN,NaN,NaN,NaN,5.5,50.625
2020-12-13,2020,ucla,26,usc,30,38,43,0,NaN,NaN,NaN,NaN,NaN,NaN,3.5,64.5
2020-12-13,2020,virginia tech,259,virginia,258,33,15,1,NaN,NaN,NaN,NaN,NaN,NaN,-2.9,64.2
2020-12-13,2020,byu,252,san diego state,21,28,14,1,NaN,NaN,NaN,NaN,NaN,NaN,-16.6,47.4
2020-12-13,2020,oregon state,204,stanford,24,24,27,0,NaN,NaN,NaN,NaN,NaN,NaN,2.5,55.1
2020-12-13,2020,new mexico,167,fresno state,278,49,39,1,NaN,NaN,NaN,NaN,NaN,NaN,14.6,56.2
2020-12-13,2020,hawai'i,62,unlv,2439,38,21,1,NaN,NaN,NaN,NaN,NaN,NaN,-19.2,60.1
2020-12-19,2020,marshall,276,uab,5,13,22,0,NaN,NaN,NaN,NaN,NaN,NaN,-4.5,44.5
2020-12-19,2020,buffalo,2084,ball state,2050,28,38,0,NaN,NaN,NaN,NaN,NaN,NaN,-12.625,69.75
2020-12-19,2020,rutgers,164,nebraska,158,21,28,0,NaN,NaN,NaN,NaN,NaN,NaN,6.5,52.0
2020-12-19,2020,usc,30,oregon,2483,24,31,0,NaN,NaN,NaN,NaN,NaN,NaN,-3.125,65.5
2020-12-19,2020,ohio state,194,northwestern,77,22,10,1,NaN,NaN,NaN,NaN,NaN,NaN,-17.4,56.8
2020-12-19,2020,iowa state,66,oklahoma,201,21,27,0,NaN,NaN,NaN,NaN,NaN,NaN,5.5,59.4
2020-12-19,2020,tennessee,2633,texas a&m,245,13,34,0,NaN,NaN,NaN,NaN,NaN,NaN,13.6,50.0
2020-12-19,2020,utah,254,washington state,265,45,28,1,NaN,NaN,NaN,NaN,NaN,NaN,-11.4,55.1
2020-12-19,2020,army,349,air force,2005,10,7,1,NaN,NaN,NaN,NaN,NaN,NaN,2.7,37.3
2020-12-19,2020,mississippi state,344,missouri,142,51,32,1,NaN,NaN,NaN,NaN,NaN,NaN,1.2,49.2
2020-12-19,2020,lsu,99,ole miss,145,53,48,1,NaN,NaN,NaN,NaN,NaN,NaN,0.5,74.6
2020-12-19,2020,wisconsin,275,minnesota,135,20,17,1,NaN,NaN,NaN,NaN,NaN,NaN,-11.0,47.2
2020-12-19,2020,notre dame,87,clemson,228,10,34,0,NaN,NaN,NaN,NaN,NaN,NaN,10.7,58.6
2020-12-19,2020,san josé state,23,boise state,68,34,20,1,NaN,NaN,NaN,NaN,NaN,NaN,6.5,58.2
2020-12-19,2020,penn state,213,illinois,356,56,21,1,NaN,NaN,NaN,NaN,NaN,NaN,-15.9,53.2
2020-12-20,2020,ucla,26,stanford,24,47,48,0,NaN,NaN,NaN,NaN,NaN,NaN,-6.7,60.0
2020-12-20,2020,cincinnati,2132,tulsa,202,27,24,1,NaN,NaN,NaN,NaN,NaN,NaN,-13.9,44.7
2020-12-20,2020,florida,57,alabama,333,46,52,0,NaN,NaN,NaN,NaN,NaN,NaN,16.5,74.3
2020-12-20,2020,oregon state,204,arizona state,9,33,46,0,NaN,NaN,NaN,NaN,NaN,NaN,7.6,54.2
2021-08-28,2021,illinois,356,nebraska,158,30,22,1,NaN,NaN,NaN,NaN,NaN,NaN,6.6,8.5,52.3,55.0,220.0,-270.0
2021-08-28,2021,fresno state,278,connecticut,41,45,0,1,NaN,NaN,NaN,NaN,NaN,NaN,-27.7,-27.5,63.5,62.5,-5000.0,1275.0
2021-08-28,2021,central state,2119,kentucky state,2310,6,20,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-08-28,2021,ucla,26,hawai'i,62,44,10,1,NaN,NaN,NaN,NaN,NaN,NaN,-17.6,-14.0,66.8,70.5,-900.0,550.0
2021-08-28,2021,indiana state,282,eastern illinois,2197,26,21,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-08-28,2021,north carolina central,2428,alcorn state,2016,23,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-08-29,2021,new mexico state,166,utep,2638,3,30,0,NaN,NaN,NaN,NaN,NaN,NaN,9.6,8.0,59.2,54.0,280.0,-360.0
2021-08-29,2021,san josé state,23,southern utah,253,45,14,1,NaN,NaN,NaN,NaN,NaN,NaN,-28.167,-22.5,57.5,56.5
2021-09-01,2021,jacksonville state,55,uab,5,0,31,0,NaN,NaN,NaN,NaN,NaN,NaN,16.167,16.5,52.0,51.5,550.0,-900.0
2021-09-02,2021,stony brook,2619,new hampshire,160,21,27,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,wayne state (mi),131,slippery rock,215,21,24,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,wingate,351,shaw,2551,30,7,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,arkansas-monticello,2028,southern nazarene,200,30,23,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,arkansas tech,2033,southeastern oklahoma,199,20,38,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,delta state,2170,bethel (tn),2064,48,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,mississippi college,2401,albany state (ga),2013,0,24,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,carson-newman,2105,west georgia,2698,7,45,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,seton hill college,611,wheeling jesuit,112335,16,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,ohio dominican,2477,shepherd,2974,30,35,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,millersville,210,american international,2022,9,14,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,lincoln (mo),2876,washburn,2687,12,76,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,minnesota state,2364,northern state,425,40,34,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,sioux falls,2894,bemidji state,132,16,24,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,mars hill,2369,chowan,2804,24,30,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,upper iowa,389,minnesota-duluth,134,14,41,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,kentucky wesleyan,2316,frostburg state,341,13,20,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,wayne state (ne),2844,university of mary,559,34,27,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,fairmont state,2986,california (pa),2858,14,23,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,west liberty,2699,walsh,2682,6,27,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,southwestern oklahoma,2927,henderson state,2271,13,31,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,northwestern oklahoma state,2823,southern arkansas,2568,13,32,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,ouachita baptist,2888,oklahoma baptist,319,38,31,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,lindenwood,2815,angelo state,2025,20,40,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,northwood (mi),2886,gannon,367,21,28,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,buffalo,2084,wagner,2681,69,7,1,NaN,NaN,NaN,NaN,NaN,NaN,-43.667,-43.5,54.5,55.5
2021-09-02,2021,ball state,2050,western illinois,2710,31,21,1,NaN,NaN,NaN,NaN,NaN,NaN,-31.167,-32.5,58.5,59.0
2021-09-02,2021,samford,2535,tennessee tech,2635,52,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,maine,311,delaware,48,24,34,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,youngstown state,2754,incarnate word,2916,44,41,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,coastal carolina,324,the citadel,2643,52,14,1,NaN,NaN,NaN,NaN,NaN,NaN,-33.333,-35.0,54.5,57.0
2021-09-02,2021,drake,2181,wv wesleyan,455,45,3,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,ucf,2116,boise state,68,36,31,1,NaN,NaN,NaN,NaN,NaN,NaN,-6.4,-4.0,67.2,70.0,-225.0,185.0
2021-09-02,2021,mercer,2382,point university,3179,69,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,east stroudsburg,2188,pace,2487,35,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,ferris state,2222,findlay,2224,54,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,chattanooga,236,austin peay,2046,20,30,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,southeast missouri state,2546,southern illinois,79,21,47,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-02,2021,utah,254,weber state,2692,40,17,1,NaN,NaN,NaN,NaN,NaN,NaN,-29.5,-30.5,48.833,49.0
2021-09-02,2021,nc state,152,south florida,58,45,0,1,NaN,NaN,NaN,NaN,NaN,NaN,-19.7,-16.5,57.9,60.0,-1100.0,650.0
2021-09-02,2021,appalachian state,2026,east carolina,151,33,19,1,NaN,NaN,NaN,NaN,NaN,NaN,-9.2,-13.0,55.9,59.5,-420.0,310.0
2021-09-02,2021,tulsa,202,uc davis,302,17,19,0,NaN,NaN,NaN,NaN,NaN,NaN,-22.0,-22.5,54.5,54.5
2021-09-03,2021,western kentucky,98,ut martin,2630,59,21,1,NaN,NaN,NaN,NaN,NaN,NaN,-24.0,58.5
2021-09-03,2021,minnesota,135,ohio state,194,31,45,0,NaN,NaN,NaN,NaN,NaN,NaN,13.9,14.0,62.0,66.5,385.0,-570.0
2021-09-03,2021,kennesaw state,338,reinhardt,2890,35,25,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-03,2021,new mexico,167,houston christian,2277,27,17,1,NaN,NaN,NaN,NaN,NaN,NaN,-25.5,-24.5,66.167,66.5
2021-09-03,2021,murray state,93,mississippi valley state,2400,35,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-03,2021,tennessee,2633,bowling green,189,38,6,1,NaN,NaN,NaN,NaN,NaN,NaN,-37.3,-30.5,60.7,58.5
2021-09-03,2021,central oklahoma,2122,missouri western,137,24,20,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-03,2021,fort hays state,2231,northwest missouri state,138,7,15,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-03,2021,nebraska-kearney,2438,missouri southern state,2403,38,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-03,2021,eastern new mexico,2201,central washington,2120,24,66,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-03,2021,colorado mesa,11,william jewell college,2911,40,3,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-03,2021,central missouri state,2118,pittsburg state,90,16,35,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-03,2021,winona state,2851,concordia-st. paul,3066,47,6,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-03,2021,colorado state-pueblo,2570,texas a&m-commerce,2837,6,12,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-03,2021,south dakota mines,613,missouri s&t,2402,34,31,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-03,2021,southwest minnesota state,2587,minnesota st-moorhead,2817,21,33,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-03,2021,colorado mines,2146,western oregon,2848,42,3,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-03,2021,florida international,2229,long island university,2341,48,10,1,NaN,NaN,NaN,NaN,NaN,NaN,-35.0,-33.5,49.0,49.5
2021-09-03,2021,northern arizona,2464,sam houston state,2534,16,42,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-03,2021,west texas a&m,2704,texas college,2637,73,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-03,2021,unlv,2439,eastern washington,331,33,35,0,NaN,NaN,NaN,NaN,NaN,NaN,2.0,-1.0,66.0,67.0,110.0,-130.0
2021-09-03,2021,arizona state,9,southern utah,253,41,14,1,NaN,NaN,NaN,NaN,NaN,NaN,-44.833,-45.0,56.5,55.0
2021-09-03,2021,virginia tech,259,north carolina,153,17,10,1,NaN,NaN,NaN,NaN,NaN,NaN,5.6,5.5,63.5,66.0,180.0,-220.0
2021-09-03,2021,central connecticut,2115,southern connecticut state,2583,21,28,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-03,2021,bentley,2060,west chester,223,41,17,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-03,2021,eastern michigan,2199,st francis (pa),2598,35,15,1,NaN,NaN,NaN,NaN,NaN,NaN,-34.0,54.5
2021-09-03,2021,wake forest,154,old dominion,295,42,10,1,NaN,NaN,NaN,NaN,NaN,NaN,-32.5,-32.0,61.4,65.0
2021-09-03,2021,charlotte,2429,duke,150,31,28,1,NaN,NaN,NaN,NaN,NaN,NaN,6.4,7.5,60.0,60.0,215.0,-260.0
2021-09-04,2021,kansas,2305,south dakota,233,17,14,1,NaN,NaN,NaN,NaN,NaN,NaN,-11.5,-13.0,54.833,55.5,-550.0,375.0
2021-09-04,2021,colorado,38,northern colorado,2458,35,7,1,NaN,NaN,NaN,NaN,NaN,NaN,-37.667,-38.0,56.667,56.0
2021-09-04,2021,colorado state,36,south dakota state,2571,23,42,0,NaN,NaN,NaN,NaN,NaN,NaN,-2.333,-3.0,50.5,52.0,-150.0,130.0
2021-09-04,2021,northwestern,77,michigan state,127,21,38,0,NaN,NaN,NaN,NaN,NaN,NaN,-3.1,-7.0,45.4,45.0,-170.0,150.0
2021-09-04,2021,lehigh,2329,villanova,222,3,47,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-04,2021,georgia state,2247,army,349,10,43,0,NaN,NaN,NaN,NaN,NaN,NaN,-2.5,-3.0,49.8,51.5,-130.0,110.0
2021-09-04,2021,nebraska,158,fordham,2230,52,7,1,NaN,NaN,NaN,NaN,NaN,NaN,-41.833,-43.5,55.0,55.0
2021-09-04,2021,rutgers,164,temple,218,61,14,1,NaN,NaN,NaN,NaN,NaN,NaN,-14.2,-13.0,52.1,51.0,-700.0,450.0
2021-09-04,2021,kentucky,96,louisiana monroe,2433,45,10,1,NaN,NaN,NaN,NaN,NaN,NaN,-31.1,-28.5,54.1,54.0
2021-09-04,2021,oklahoma,201,tulane,2655,40,35,1,NaN,NaN,NaN,NaN,NaN,NaN,-31.25,-22.0,66.625,70.0
2021-09-04,2021,connecticut,41,holy cross,107,28,38,0,NaN,NaN,NaN,NaN,NaN,NaN,-3.0,-3.0,49.667,51.0,-150.0,130.0
2021-09-04,2021,wisconsin,275,penn state,213,10,16,0,NaN,NaN,NaN,NaN,NaN,NaN,-5.5,-4.0,48.6,51.5,-210.0,175.0
2021-09-04,2021,kansas state,2306,stanford,24,24,7,1,NaN,NaN,NaN,NaN,NaN,NaN,-3.2,0.0,54.2,52.5,-160.0,140.0
2021-09-04,2021,boston college,103,colgate,2142,51,0,1,NaN,NaN,NaN,NaN,NaN,NaN,-42.5,-45.0,56.333,56.5
2021-09-04,2021,michigan,130,western michigan,2711,47,14,1,NaN,NaN,NaN,NaN,NaN,NaN,-16.5,-16.5,65.5,67.0,-1000.0,600.0
2021-09-04,2021,uva-wise,2842,virginia lynchburg,2355,54,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-04,2021,southwest baptist,2586,university of texas of the permian basin,110243,16,24,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-04,2021,bluefield,124180,lawrence tech,102071,14,21,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-04,2021,shorter,2560,brevard college,2913,38,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-04,2021,notre dame college,587,ashland,308,42,35,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-04,2021,davenport,110254,truman state,2654,14,31,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-04,2021,kutztown,2315,assumption,2038,19,0,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-04,2021,st. augustine's,395,tusculum,2839,14,58,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-04,2021,marian (in,121696,tiffin,2838,10,34,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-04,2021,shippensburg,2559,west virginia state,2707,25,17,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-04,2021,catawba,2107,erskine,101784,37,27,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-04,2021,new haven,2441,franklin pierce,112334,30,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-04,2021,merrimack,2771,st. anselm,2830,55,23,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-04,2021,mcneese,2377,west florida,110242,36,42,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-04,2021,vmi,2678,davidson,2166,45,24,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-04,2021,arkansas,8,rice,242,38,17,1,NaN,NaN,NaN,NaN,NaN,NaN,-19.6,-21.5,49.9,51.0,-1300.0,725.0
2021-09-04,2021,oregon,2483,fresno state,278,31,24,1,NaN,NaN,NaN,NaN,NaN,NaN,-19.2,-20.5,62.9,61.5,-1500.0,775.0
2021-09-04,2021,furman,231,north carolina a&t,2448,29,18,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-04,2021,elon,2210,wofford,2747,22,24,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-04,2021,richmond,257,howard,47,38,14,1,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-04,2021,air force,2005,lafayette,322,35,14,1,NaN,NaN,NaN,NaN,NaN,NaN,-40.667,-41.0,49.5,50.0
2021-09-04,2021,barton college,122666,newberry,2444,7,31,0,NaN,NaN,NaN,NaN,NaN,NaN
2021-09-04,2021,mckendree,2816,northern michigan,128,20,27,0,NaN,NaN,NaN,NaN,NaN,NaN
